"Edit Automated Email Reminder Rules","Modifica le regole di promemoria Email automatica"
"Edit Catalog Price Rules","Modificare le regole dei prezzi del catalogo"
"Edit Shopping Cart Price Rules","Modificare le regole dei prezzi del carrello"
